Set,Primary,Alignment,MEID,Artist,Rarity,Precise,NameEN,NameDU,NameSP,NameFN,NameFR,NameGR,NameIT,NameJP,ImageName,Text,Skill,MPs,Mind,Direct,General,Prowess,Body,Corruption,Home,Unique,Secondary,Race,RWMPs,Site,Path,Region,RPath,Playable,GoldRing,GreaterItem,MajorItem,MinorItem,Information,Palantiri,Scroll,Hoard,Gear,Non,Haven,Stage,Strikes,code,codeFR,codeGR,codeSP,codeJP,Specific,fullCode,gccgAlign,gccgSet,normalizedtitle,DCpath,dreamcard,released,erratum,ice_errata,RType_Short,RType_Long,png_path,Northern Waste,Eriador,Wilderland,Mirkwood,Greater Gondor,Gondor,Mordor,Sundering Seas,Great Central Plains,Sun-lands,Harnendor,Bellakar,Sirayn,Bay of Ormal,Uttersouth,Ardor,Dominion of the Seven
MECP,Site,Minion,-,OLD CARD,-,-,Ulk Jey Ama,-,-,-,-,-,-,-,mecp_ulkjeyama2.jpg,(1)Men---4 strikes with 7 prowess (detainment),-,-,-,-,-,-,-,0.0,-,-,-,-,-,Shadow-hold, d ,Chey Sart,Dark-domain,*,-,-,-,-,-,-,-,-,-,-,Chey Goumal,-,-,[M] (CP),0,0,0,-,-,Ulk Jey Ama [M] (CP),[M],(CP),ulk jey ama,CentralPlains/Ulk Jey Ama2.jpg,1.0,0.0,0.0,-,[d],Dark-domain,mecp_ulkjeyama2.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MECP,Site,Hero,-,OLD CARD,-,-,Wain-Easterling Camp,-,-,-,-,-,-,-,mecp_waineasterlingcamp.jpg,"(1)Men---4 strikes with 8 prowess (detainment)Special: Wain-Easterlings faction is playable at this site, any influence check against this faction is modified by +2.",-,-,-,-,-,-,-,-,-,-,-,-,-,Border-hold, w w w ,Harrhun,Double Wilderness,"faction-WainEasterlings; Items(minor, major*)  *battle-gear only",-,-,yes,yes,-,-,-,-,yes,-,Rhubar,-,-,[H] (CP),0,0,0,-,-,Wain-Easterling Camp [H] (CP),[H],(CP),wain-easterling camp,CentralPlains/WainEasterling Camp.jpg,1.0,0.0,0.0,-,[w],Wilderness,mecp_waineasterlingcamp.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MECP,Site,Minion,-,OLD CARD,-,-,Wain-Easterling Camp,-,-,-,-,-,-,-,mecp_waineasterlingcamp2.jpg,(1)Men---4 strikes with 8 prowess (detainment)Special: Wain-Easterliings faction is playable at this site; any influence check against this faction at this site is modified by +2.,-,-,-,-,-,-,-,0.0,-,-,-,-,-,Border-hold, w w s s d ,Harrhun,Double Wilderness,"faction-WainEasterlings, Items(minor, major*) *battle-gear only",-,-,yes,yes,-,-,-,-,yes,-,Dol Guldur,-,-,[M] (CP),0,0,0,-,-,Wain-Easterling Camp [M] (CP),[M],(CP),wain-easterling camp,CentralPlains/WainEasterling Camp2.jpg,1.0,0.0,0.0,-,[w],Wilderness,mecp_waineasterlingcamp2.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Araphor,-,-,-,-,-,-,-,meds_araphor.jpg,"[MP: 2; Mind: 7; DI: 2; P/B: 4/8]---R/Sa---Dunadan. Unique. Valdacli Lord. Can use spirit-magic. +2 DI against character and factions playable at sites in Miredor.    Against Nazgul, +3 to her prowess, and his body is halved (round up). Cannot be a starting character unless you start at a site in the Uttersouth.Home site: Alsarius.",Ranger Sage Spirit-magic,2,7.0,2.0,-,4.0,8.0,-,Alsarius,unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Araphor (DS),-,(DS),araphor,Dominion/Araphor.jpg,1.0,0.0,0.0,-,[-],-,meds_araphor.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Arthrazoc,-,-,-,-,-,-,-,meds_arthrazoc.jpg,"[MP: 2; Mind: 6; DI: 2; P/B: 3/8]---Sa/D---Dunadan. Unique. Valdacli Lord. +1 DI against characters and factions playable at sites in Pel. May use Persuasive Words against any influence attempt he makes; if successful shuffle Persuasive Words into your deck, instead of discarding it. Cannot be a starting character unless you start at a site in the Uttersouth. Home site: Barad Angwi.",Sage Diplomat,2,6.0,2.0,-,3.0,8.0,-,Barad Angwi,unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Arthrazoc (DS),-,(DS),arthrazoc,Dominion/Arthrazoc.jpg,1.0,0.0,0.0,-,[-],-,meds_arthrazoc.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Hero,-,OLD CARD,-,-,Daroc,-,-,-,-,-,-,-,meds_daroc.jpg,"[MP: 1; Mind: 4; DI: 1; P/B: 4/7]---W/R---Man. Unique. Valdacli Lord. Leader. Unless he controls a horse ally, his company may normally move only 3 regions. For influencing factions or characters he is also considered a diplomat. Cannot be a starting character unless you start at a site in the Uttersouth.  Home site: Ostelor.",Warrior Ranger,1,4.0,1.0,-,4.0,7.0,-,Ostelor,unique,character,Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Daroc (DS),-,(DS),daroc,Dominion/Daroc.jpg,1.0,0.0,0.0,-,[-],-,meds_daroc.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Derei,-,-,-,-,-,-,-,meds_derei.jpg,[MP: 1; Mind: 4; DI: 2; P/B: 3/8]---Sc---Man. Unique. Pel. +4 DI against The Society of Derei faction.Home site: Arpel.,Scout,1,4.0,2.0,-,3.0,8.0,-,Arpel,unique,character,Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Derei (DS),-,(DS),derei,Dominion/Derei.jpg,1.0,0.0,0.0,-,[-],-,meds_derei.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,TESTING,2020-April,-,-,Dom,-,-,-,-,-,-,-,meds_dom.jpg,"[MP: 2; Mind: 5; DI: 2; P/B: 4/8]---W/D---Dwarf. Unique. Stiffbeard. +1 DI against Dwarves. +1 Di against Stiffbeard Dwarves. +2 DI against Dwarf factions playable in the Sunlands or the Uttersouth.Home site: Mablad-dum, Baruzimabul.",Warrior Diplomat,2,5.0,1.0,-,4.0,8.0,-,"Mablad-dum, Baruzimabul",unique,character,Dwarf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Dom (DS),-,(DS),dom,Dominion/Dom.jpg,1.0,0.0,0.0,-,[-],-,meds_dom.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Fror V,-,-,-,-,-,-,-,meds_frorv.jpg,[MP: 2; Mind: 5; DI: 2; P/B: 6/7]---W/R---Dwarf. Unique. Stiffbeard. +1 prowess against Drakes.  +2 DI against Stiffbeard Dwarves. -1 to his CP. -2 CP if character with higher mind is in his company.Home site: Baruzimabul.,Warrior Ranger,2,5.0,2.0,-,6.0,7.0,-,Baruzimabul,unique,character,Dwarf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Fror V (DS),-,(DS),fror v,Dominion/FrorV.jpg,1.0,0.0,0.0,-,[-],-,meds_frorv.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Hain,-,-,-,-,-,-,-,meds_hain.jpg,[MP: 1; Mind: 4; DI: 1; P/B: 5/7]---W---Dwarf. Unique. Stiffbeard. Leader. +1 prowess while at or moving to an Under-deeps site. +1 to his CP while at an Under-deeps site. -1 to all his rolls if Gates of Morning is in play. His Beard Long and Forked may be played on him as if a Longbeard Dwarf.Home site: Baruzimabul.,Warrior,1,4.0,1.0,-,5.0,7.0,-,Baruzimabul,unique,character,Dwarf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Hain (DS),-,(DS),hain,Dominion/Hain.jpg,1.0,0.0,0.0,-,[-],-,meds_hain.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,-,OLD CARD,-,-,Hargrog,-,-,-,-,-,-,-,meds_hargrog.jpg,"[MP: 3; Mind: 8; DI: 2; P/B: 6/9]---W/Sc/R---Troll. Unique. Half-troll. Leader. +2 DI against orcs, trolls and characters (or factions playable) in the Uttersouth. If you have him in your starting company you must start the game at his home site and you may include slayer characters in your starting company and deck. Home site: Tower of Hargrog.",Warrior Scout Ranger,3,8.0,2.0,-,6.0,9.0,-,Tower of Hargrog,unique,character,Half-troll Troll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Hargrog (DS),-,(DS),hargrog,Dominion/Hargrog.jpg,1.0,0.0,0.0,-,[-],-,meds_hargrog.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Hero,-,OLD CARD,-,-,Hembur,-,-,-,-,-,-,-,meds_hembur.jpg,[MP: 1; Mind: 3; DI: 1; P/B: 3/8]---R/D---Dunadan. Unique. +4 EI against The Monks of Mor Tarain faction. When using Desert Amber targets heal to untapped instead of just tapped. May use Herblore as if Radagast if moving through a Desert [e] (as if a Wilderness [w]). Home site: Lond Anarion.,Ranger Diplomat,1,3.0,1.0,-,3.0,8.0,-,Lond Anarion,unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Hembur (DS),-,(DS),hembur,Dominion/Hembur.jpg,1.0,0.0,0.0,-,[-],-,meds_hembur.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Imrazor III,-,-,-,-,-,-,-,meds_imrazoriii.jpg,[MP: 2; Mind: 5; DI: 1; P/B: 5/8]---W/D---Dunadan. Unique. Valdacli Lord. +2 DI against characters and factions playable at sites in Elorna.     tap Imrazor III during your end-of-turn phase and discard a diplomat only resource from your hand to shuffle any other diplomat only resource from your discard pile to your deck. Cannot be a starting character unless you start at a site in the Uttersouth.Home site: Mispir.,Warrior Diplomat,2,5.0,1.0,-,5.0,8.0,-,Mispir,unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Imrazor III (DS),-,(DS),imrazor iii,Dominion/ImrazorIII.jpg,1.0,0.0,0.0,-,[-],-,meds_imrazoriii.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Hero,TESTING,2020-April,-,-,Karaag the Gnome,-,-,-,-,-,-,-,meds_karaagthegnome.jpg,"[MP: 1; Mind: 4; DI: 1; P/B: 3/7]---Sa---Man. Unique. Drel. Karaag the Gnome is considered a Dwarf for Dwarven Cunning and Dwarven Fire.     If he bears a technology item, you may play Concealed Entrance as if a scout, or Ready to His Will (as if a minion) and even on a Pukel-creature creature attack (regardless of its numbers of strikes). Home Site: Ro-mollo",Sage,1,4.0,1.0,-,3.0,7.0,-,Ro-mollo,unique,character,Drel Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Karaag the Gnome (DS),-,(DS),karaag the gnome,Dominion/Karaag the Gnome.jpg,1.0,0.0,0.0,-,[-],-,meds_karaagthegnome.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,War-lord,-,OLD CARD,-,-,Malezar,-,-,-,-,-,-,-,meds_malezar.jpg,[Avatar GI: 22; Mind: 7; DI: 2; P/B: 4/8]---W/D---Demon. Unique. Warlord. Leader. May tap to cancel a demon or undead attack against his company. +3 DI against Men and Orcs.Home site: Kondu Manara.,Warrior Diplomat,2,7.0,2.0,22.0,4.0,8.0,-,Kondu Manara,unique,Avatar,Demon Warlord Lord,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Malezar (DS),-,(DS),malezar,Dominion/Malezar.jpg,1.0,0.0,0.0,-,[-],-,meds_malezar.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,-,OLD CARD,-,-,Pharacas,-,-,-,-,-,-,-,meds_pharacas.jpg,"[MP: 3; Mind: 8; DI: 2; P/B: 6/8]---W/Sc/R---Dunadan. Unique. Black player only. +2 DI against Dunadan characters and factions playable in the Sun-lands. Home site: Ro-mollo, Urezayan.",Warrior Scout Ranger,3,8.0,2.0,-,6.0,8.0,-,"Ro-mollo, Urezayan",unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Pharacas (DS),-,(DS),pharacas,Dominion/Pharacas.jpg,1.0,0.0,0.0,-,[-],-,meds_pharacas.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Hero,-,OLD CARD,-,-,Phorakon,-,-,-,-,-,-,-,meds_phorakon.jpg,[MP: 2; Mind: 7; DI: 3; P/B: 4/9]---W/D---Dunadan. Unique. Valdacli Lord. +2 prowess against magic users. Phorakon is considered a sage for every item he bears. +2 DI against Men of Sulcoron faction. Cannot be a starting character unless you start at a site in the Uttersouth.Home site: Tol Turgul.,Warrior Diplomat,2,7.0,3.0,-,4.0,9.0,-,Tol Turgul,unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Phorakon (DS),-,(DS),phorakon,Dominion/Phorakon.jpg,1.0,0.0,0.0,-,[-],-,meds_phorakon.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Sakulbar II,-,-,-,-,-,-,-,meds_sakulbarii.jpg,"[MP: 2; Mind: 6; DI: 2; P/B: 4/8]---W/Sc---Dunadan. Unique. Valdacli Lord. +1 DI against Dunedain.   +2 DI against factions playable at his home sites. Cannot be a starting character unless you start at a site in the Dominion of the Seven or the Sunlands. If he becomes a leader he gains the diplomat skill. Unless under the control of an avatar, leader or valdacli, all his CP are modified by -1. Home site: Barad Carannun, Lond Anarion.",Warrior Scout,2,6.0,2.0,-,4.0,8.0,-,"Barad Carannun, Lond Anarion",unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Sakulbar II (DS),-,(DS),sakulbar ii,Dominion/Sakulbar II.jpg,1.0,0.0,0.0,-,[-],-,meds_sakulbarii.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Dual,-,OLD CARD,-,-,Seregul,-,-,-,-,-,-,-,meds_seregul.jpg,"[MP: 2; Mind: 6; DI: 1; P/B: 6/8]---W/D---Dunadan. Unique. Valdacli Lord. +2 prowess against Animals and Orcs. Any Noble Hound under his control receives +1 prowess and +1 body. -1 to his CC. Cannot be a starting character unless you start at a site in the Uttersouth.        Home site: Arpel, Seregul's Keep.",Warrior Diplomat,2,6.0,1.0,-,6.0,8.0,-,"Arpel, Seregul's Keep",unique,character,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Seregul (DS),-,(DS),seregul,Dominion/Seregul.jpg,1.0,0.0,0.0,-,[-],-,meds_seregul.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,-,OLD CARD,-,-,Slucrac,-,-,-,-,-,-,-,meds_slucrac.jpg,"[MP: 2; Mind: 6; DI: 1; P/B: 4/9]---W/Sc---Man. Unique. Adena. Agent. Slayer.  May tap to attack with an extra strike in CvCC or as an agent. May not tap for any influence attempt. During your end-of-turn phase place a token on him if face-up (or if a character); if there are more tokens than his mind stat, discard him, remove a token any time he faces a non-detainment strike. Agent only: chooses defending characters.Home site: Tower of Hargrog, Mispir.",Warrior Scout,2,6.0,1.0,-,4.0,9.0,-,"Tower of Hargrog, Mispir",unique,Agent,Slayer Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Slucrac (DS),-,(DS),slucrac,Dominion/Slucrac.jpg,1.0,0.0,0.0,-,[-],-,meds_slucrac.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Hero,-,OLD CARD,-,-,Terilaen,-,-,-,-,-,-,-,meds_terilaen.jpg,"[MP: 2; Mind: 5; DI: 2; P/B: 2/8]---Sc/D---Elf. Unique. Silvan. +1 DI against Silvan elves.   +2 DI against Cuind faction.     tap at Valagalen and discard a ritual from your hand for no effect, to make a roll, you may look at up to the number of cards from the top of your deck equal to your roll and place them in any order you choose; Terilaen makes a CC modified by half the number of cards (round up). Home site: Valagalen.",Scout Diplomat,2,5.0,2.0,-,2.0,8.0,-,Valagalen,unique,character,Silvan Elf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Terilaen (DS),-,(DS),terilaen,Dominion/Terilaen.jpg,1.0,0.0,0.0,-,[-],-,meds_terilaen.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,TESTING,2020-April,-,-,Ulaka,-,-,-,-,-,-,-,meds_ulaka.jpg,"Unique. Usakani. Agent. Slayer. +2 prowess while at a site in a Coastal Sea [c] region.    Agent only. Reef may be played (from hand or discard pile) on any company moving away from his current site in a Coastal Sea [c] region.  Home Site: Tower of Hargrog, Ramorth, Vog",Scout Ranger,1,4.0,0.0,-,3.0,9.0,-,"Tower of Hargrog, Ramorth, Vog",unique,Agent,Man Slayer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Ulaka (DS),-,(DS),ulaka,Dominion/Ulaka.jpg,1.0,0.0,0.0,-,[-],-,meds_ulaka.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,TESTING,2020-April,-,-,Ulcamer,-,-,-,-,-,-,-,meds_ulcamer.jpg,"Unique. Kelno. Agent. Slayer. Agent only.   +2 prowess against dwarves, men, and orcs. May tap at his current site within a Jungle [j] region to make creature playable keyed to Jungle playable at the site. Shifting Paths may be played on any company starting at his current site, regardless of their company composition.  Home Site: Tower of Hargrog, Engkir, Ithikir",Warrior Ranger,1,4.0,1.0,-,4.0,8.0,-,"Tower of Hargrog, Engkir, Ithikir",unique,Agent,Kelno Elf Slayer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Ulcamer (DS),-,(DS),ulcamer,Dominion/Ulcamer.jpg,1.0,0.0,0.0,-,[-],-,meds_ulcamer.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Character,Minion,-,OLD CARD,-,-,Ulrith,-,-,-,-,-,-,-,meds_ulrith.jpg,"[MP: 1; Mind: 4; DI: 1; P/B: 3/8]---Sa/D---Man. Unique. Kirani. Agent. Slayer. Female. Can use shadow-magic. Can use any bow as if a warrior. When bearing any bow and Poison any strike the company faces ( or in CvCC) is a legitimate target for this Poison, not just strikes she faces. Agent only: A Poison she carries affects all of her strikes.Home site: Tower of Hargrog, Korlan.",Scout Sage Shadow-magic,1,4.0,1.0,-,3.0,8.0,-,"Tower of Hargrog, Korlan",unique,Agent,Kirani Slayer Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Ulrith (DS),-,(DS),ulrith,Dominion/Ulrith.jpg,1.0,0.0,0.0,-,[-],-,meds_ulrith.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,TESTING,2020-April,-,-,Emchangodogo,-,-,-,-,-,-,-,meds_emchangodogo.jpg,"[MP: 3; P/B: 14/7] Unique. Drake. 3 strikes. As a creature may be played at Tomb-fields of Makaburini. If Doors of Night is in play may also be played keyed to Hyarn, Mag, Miredor, Pel, Tumag, Yellow Mountains - Western Spur, or keyed to non-Free-hold, non-Haven sites in these regions. As a long-event any company moving in one of the above regions faces an attack by Enchangodogo for which the attack receives -2 prowess, -1 body, but an additional strike",-,3,-,-,-,14.0,7.0,-,-,unique,Creature/Long-event,Drake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,(DS),0,0,0,-,-,Emchangodogo (DS),-,(DS),emchangodogo,Dominion/Emchangodogo.jpg,1.0,0.0,0.0,-,[-],-,meds_emchangodogo.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,TESTING,2020-April,-,-,Niocupa,-,-,-,-,-,-,-,meds_niocupa.jpg,"[MP: 3; P/B: 15/6] Unique. Drake. 3 strikes. As a creature may be played at Three Sisters . If Doors of Night is in play may also be played keyed to Pel Bight and all its adjacent regions or keyed to non-Free- hold, non-Haven sites in these regions.   As a long-event any company moving in one of the above regions faces an attack by Niocupa for which the attack receives -2 prowess, -1 body, but an additional strike.",-,3,-,-,-,15.0,6.0,-,-,unique,Creature,Drake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,(DS),0,0,0,-,-,Niocupa (DS),-,(DS),niocupa,Dominion/Niocupa.jpg,1.0,0.0,0.0,-,[-],-,meds_niocupa.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,-,OLD CARD,-,-,Slow-fang,-,-,-,-,-,-,-,meds_slowfang.jpg,"[MP: 1; P/B: 9/0] Animal. {Jungle} 1 strike. Attacker chooses defending characters. +1 to all body checks against hobbit, orcs and wose characters. You may play Venomous Sting (from your hand or your discard pile) on any character wounded by Slow-fang. May also be played keyed to Ruins & Lairs [R] in any Jungle [j]. ",-,1,-,-,-,9.0,-,-,-,-,Creature,Animal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,(DS),0,0,0,-,-,Slow-fang (DS),-,(DS),slow-fang,Dominion/Slowfang.jpg,1.0,0.0,0.0,-,[-],-,meds_slowfang.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,TESTING,2020-April,-,-,Southern Slayer,-,-,-,-,-,-,-,meds_southernslayer.jpg,"[MP: 2; P/B: 11/5] Slayer. {Playable: Jungle, Border-land and Border-hold, Ruins&Lairs} 1 strike. Strikes from Southern Slayer cannot be canceled; +2 prowess and +1 strikes for every slayer creature in opponent's MP or slayer trophy in defending company. All strikes target the same characters in separate strike sequences. Playable keyed to Jungle or Border-land, if opponent's company includes a character with a home site in The Sunlands or The Uttersouth. May also be played keyed to Border-hold or non-Hidden Ruins&Lairs within these territories.",-,2,-,-,-,11.0,5.0,-,-,-,Creature,Slayer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,(DS),0,0,0,-,-,Southern Slayer (DS),-,(DS),southern slayer,Dominion/Southern Slayer.jpg,1.0,0.0,0.0,-,[-],-,meds_southernslayer.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,TESTING,2020-April,-,-,The Dragon Arises,-,-,-,-,-,-,-,meds_thedragonarises.jpg,"Any creature that can be keyed to Shadow-land [s] may be keyed to Bosiri, Chennacatt, Isra, Seznebab, Yellow Mountains, Zajantak. Any creature that can be keyed to a Dark-domain [d] can be keyed to Bosiri or Chennacatt. If Army of the Southern Dragon is rotated at least 180deg, this card's effect affects all of above's adjacent non-Coastal Seas, non-Desert regions as well. Discard this card if Army of the Southern Dragon leaves play, or when a creature keyed to one of these regions (not to a region symbol) is defeated.",-,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,The Dragon Arises (DS),-,(DS),the dragon arises,Dominion/The Dragon Arises.jpg,1.0,0.0,0.0,-,[-],-,meds_thedragonarises.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,-,OLD CARD,-,-,The Knifeless Ones,-,-,-,-,-,-,-,meds_theknifelessones.jpg,"[MP: 2; P/B: 10/4] Slayer. 3 strikes. Playable keyed to any Border-hold [B] or Shadow-hold [S] in the Dominions of the Seven against non-Black player's companies. If the Southern Slayers is in play, The Knifeless Ones, may also be keyed to any regions within the Dominion of the Seven or to Border-holds [B] or Shadow-holds [S] in any of its adjacent regions. If keyed to Border-hold [B] or region any scout or ranger in the company may tap to cancel a strike from this attack. Discard any men or wolf creature from your hand (not counting against hazard limit) to add that creature's type to this slayer attack.",-,2,-,-,-,10.0,4.0,-,-,-,Creature,Slayer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,(DS),0,0,0,-,-,The Knifeless Ones (DS),-,(DS),the knifeless ones,Dominion/The Knifeless Ones.jpg,1.0,0.0,0.0,-,[-],-,meds_theknifelessones.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Hazard,Neutral,-,OLD CARD,-,-,Warders of the Night,-,-,-,-,-,-,-,meds_wardersofthenight.jpg,"All Men creatures attacks in the Dominion of the Seven, can be used to not harm defending character's (hazards player's choice). Any successful strike does not wound the defending character, rather he must place one item he bears (attacker's choice) ""off to the side"" with this card, which then remains in play till no items are attached to it. Items placed with this cards are considered playable at the any Man-hold within 2 region's away of the companies site of origin. Cannot be duplicated.",-,-,-,-,-,-,-,-,-,-,Permanent-event/Long-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Warders of the Night (DS),-,(DS),warders of the night,Dominion/Warders of the Night.jpg,1.0,0.0,0.0,-,[-],-,meds_wardersofthenight.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Region,Neutral,-,OLD CARD,-,-,Bay of Drel,-,-,-,-,-,-,-,meds_bayofdrel.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bay of Drel,Coastal Sea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Bay of Drel (DS),-,(DS),bay of drel,Dominion/Bay of Drel.jpg,1.0,0.0,0.0,-,[c],Coastal Sea,meds_bayofdrel.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDS,Region,Neutral,-,OLD CARD,-,-,Cleft of Goats,-,-,-,-,-,-,-,meds_cleftofgoats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cleft of Goats,Wilderness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Cleft of Goats (DS),-,(DS),cleft of goats,Dominion/Cleft of Goats.jpg,1.0,0.0,0.0,-,[w],Wilderness,meds_cleftofgoats.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEDS,Region,Neutral,-,OLD CARD,-,-,Curinshiban,-,-,-,-,-,-,-,meds_curinshiban.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curinshiban,Jungle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(DS),0,0,0,-,-,Curinshiban (DS),-,(DS),curinshiban,Dominion/Curinshiban.jpg,1.0,0.0,0.0,-,[j],Jungle,meds_curinshiban.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
