Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
gw,Old and Cunning,Old and Cunning.jpg,"Dragon only. Dragon-magic. Playable on an untapped Dragon character. Tap the Dragon and you may take one resource from your sideboard to your hand. Next time the Dragon would untap, discard this card instead.",Minion Resource,C,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Orcs of His Dominion,Orcs of His Dominion.jpg,"Dragon-lord only. Playable on your Dragon-lord, if he is at an Orc-hold where you have a unique Orc faction in play. If your Dragon-lord is at an Orc-hold where you have an Orc faction in play, the site becomes one of your Dragon’s Dens [K] (place a Dragon’s Den copy with it). While at such a site, he may tap to give +1 prowess and +1 body to all your Orcs that turn, and any non-unique Orc creature may be played against any opponents’ companies keyed to the region containing this site. Discard if you have no unique Orc faction in play or you have less than 5 P. Cannot be duplicated by a given player.",Minion Resource,U,,,,,,2,,,,Permanent-event,,,2,,,,,,,,,,,,
gw,Orcs of the Claw,Orcs of the Claw.jpg,Dragon-lord only. Playable by your Dragon-lord at one of your Dragon’s Dens [K] if the influence check is greater than 8. Standard Modifications: Each Orc faction in play at a site in the same or an adjacent region as this Dragon’s Den (-2). This faction gives 1 extra mp (to a maximum of 4 mp) for each other Orc faction you have in play at a site in the same or an adjacent region. Cannot be duplicated by a given player.,Minion Resource,U,,,,,,1(*),,,,Orc Faction,,,2,,,,,,,,,,,,
gw,Pierced with Enchantment,Pierced with Enchantment.jpg,"Dragon only. Dragon-magic. Playable on a Dragon character during CvCC, before strikes are assigned. Choose a non-avatar, non-ringwraith, non-undead, non-maia character in opponent’s company. Make a roll: if the result is greater than the character’s mind (double an ally’s mind) +2, the character is treated as if being in the Dragon character’s company during CvCC. The character does not leave his company. Cannot be duplicated on a given attack.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Rage Past Description,Rage Past Description.jpg,"Dragon only. Bring one Dragon mode card from your discard pile or sideboard to your play deck and shuffle. If the Dragon is winged, you may take a hunting mode to your hand instead. Alternatively, you may discard an item the Dragon bears to give a number of extra strikes by the Dragon in CvCC equal to the normal mp of the item (with a minimum of 1).",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Roaming,Roaming.jpg,"Roaming mode. Playable on a Dragon character at his home site or any Dragon’s Den [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose.–2 to the Dragon’s prowess and he may move with region-movement, to a maximum of 2 regions (in all cases).",Minion Resource,C,,-2,-,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Scales and Jewels,Scales and Jewels.jpg,Dragon-lord only. Playable on your Dragon-lord if he bears a treasure or jewel item normally worth two mp or more. Place the item in your out of play pile. +2 to body (to a maximum of 11).,Minion Resource,U,,-,+2,,,2,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Sign of Might,Sign of Might.jpg,"Dragon-lord only. Playable on your Dragon- lord if he bears The One Ring. Make a roll adding 1 for each sage in his company and each Sign of Might in play. If the result is: less than 8, your Dragon-lord is eliminated; 8-10, discard this card; 10-12, you gain 2 mp and The One Ring affects your Dragon-lord; greater than 12, you win the game. Cannot be duplicated on a given turn.",Minion Resource,U,,,,,,2,,,,Permanent-event,,,3,,,,,,,,,,,,
gw,Spell-bound,Spell-bound.jpg,"Dragon-lord only. Dragon-magic. Playable on your Dragon-lord. Each of opponent’s companies movingthrough the region containing your Dragon-lord’s current site must make a roll, modified by +2 for each sage, +1 for each scout or diplomat, and by -2 if your Dragon-lord is in dream mode. If the result is 10 or less, your opponent must replace the company’s new site with his version of your Dragon-lord’s current site (if available); the company may do nothing during the site phase. Discard this card afterwards.Cannot be duplicated by a given player.",Minion Resource,U,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Spoliation,Spoliation.jpg,"Dragon-lord only. Playable during the site phase if your Dragon-lord is at a non-Ruins & Lairs [R] site. If your Dragon-lord successfully plays an item this turn, he is not tapped and may face all of the site’s automatic-attacks again to play another item. He may do this as often as he likes, but receives -3 to his prowess for every additional automatic-attack faced. Cannot be duplicated on a given turn.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Stalk the Halls,Stalk the Halls.jpg,"Roaming mode. Playable on a Dragon during the organization phase. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. The Dragon may move using Under-deeps movement. +1 to his Under-deeps movement rolls. -2 to his prowess if at or moving to an Under-deeps site with a surface site which is not a Dragon’s Den or Darkhaven [K].",Minion Resource,C,,(-2,-),,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Targeted for the Hunt,Targeted for the Hunt.jpg,"Dragon only. Playable during the organization phase on at Dragon character not at his home site or a Dragon’s Den [K]. Name a hazard creature that can be keyed to his current site or current the region (by type or name). If the hazard player has such a creature in his hand, it immediately attacks the Dragon character as though he were a one character company. Otherwise he must show his hand.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Territorial Disputes,Territorial Disputes.jpg,"Dragon-lord only. Playable on your Dragon-lord, if at his home site.His company may move with region movement to and from any Dragon’sLair corresponding to a Dragon hazard -or resource manifestation in play (resulting in legal movement). Attacks of this Dragon manifestation against his company cannot be cancelled. If your Dragon-lord is at such Lair, he faces an attack at the beginning of the site phase: the duplicate of the site’s first automatic-attack, modified by +1 to prowess and strikes. Immediately after this attack, tap your Dragon-lord or discard this card. If not discarded, make a roll to play an item based on the result: 2-3: minor item; 2-6: gold ring item; 7-9: major item; 10-12: greater item; any result: special item playable at the site. This item may also be played from your discard pile. If successfully played, place this card in your mpp.",Minion Resource,C,,,,,,(2),,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Thralls,Thralls.jpg,Dragon-lord only. Playable at a tapped or untapped non-Dragon’s Den site in the same region as one of your Dragon’s Dens [K] if the influence check is greater than 10. Standard Modifications: Dragon-lord (+3) tap: during the end-of-turn phase to allow characters to store items at the site where this faction was played (these items are considered stored at your nearest Dragon’s Den). Cannot be duplicated at a given site.,Minion Resource,C,,,,,,1,,,,Slave Faction,,,1,,,,,,,,,,,,
gw,Throkmaw Roused,Throkmaw Roused.jpg,"Unique. Manifestation of Throkmaw. Playable at Shab Arch if the influence check is greater than 14.Modifications: influencer discards a major item (+2) or a greater item (+7); if a manifestation of Angurth, Itangast, Scatha or Smaug is in play (-3). All attacks by manifestations of Throkmaw against any of your companies are cancelled. Any company moving in Dragon Gap, Forovirkain, Grey Mountains, Talath Oiohelka and/or Talath Uichel faces an attack: Fire-dragon — 3 strikes at 15/8 prowess/body (attacker chooses defending characters).",Minion Resource,R,yes,,,,,5,,,,Dragon Faction,,,,,,,,,,,,,,,
gw,Treason He Sent Forth,Treason He Sent Forth.jpg,"Dragon-lord only. Diplomat only. Playable on your diplomat Dragon-lord making an influence attempt against an opponent’s Man faction at a Border-hold [B]. Treat the influence attempt against the faction as if you revealed the faction from hand. If the attempt is successful, put the faction in your mp together with this card; the faction is considered Gathered Bones.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Under His Spell,Under His Spell.jpg,Dragon-magic. Playable on a Dragon. He may tap to play Memories Stolen on a character he faces in CvCC; Memories Stolen may also be taken from your sideboard or discard pile.,Minion Resource,U,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Unquenchable Flames,Unquenchable Flames.jpg,"Playable on a site at which you have successfully played Burning Rick, Cot and Tree or Smoke on the Wind. Any factions in play at the site are returned to their owner’s hand. Additionally, any version of the site becomes a Ruins & Lairs [R].",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Unquenchable Flames,Unquenchable Flames.jpg,"Playable on a site where you have successfully played People Diminished, Smoke on the Wind, Tempest of Fire, or Burning Rick, Cot, and Tree this turn. Choose one of the following effects for this card (rotate it to indicate the effect): not rotated: one character at the site (your choice) becomes wounded (no body check is required); rotated once: one faction in play at the site is discarded; rotated twice: one event played on any version of the site is discarded; rotated thrice: all versions of the site become a Ruins & Lairs [R] and resources that tap the site cannot be played.",Minion Resource,C,,,,,,,,,,Long-event,,,,,,,,,,,,,,,
gw,Unquenchable Flames,Unquenchable Flames.jpg,"Any factions played at sites at which a company successfully plays Burning Rick, Cot and Tree or Smoke on the Wind, are returned to their owner’s hand.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Veil Removed,Veil Removed.jpg,Dragon only. Dragon-magic. Playableon a Dragon character’s company during the movement/hazard phase. Discard one hazard permanent-event played on the company or an associated entity.,Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Wealth of His Halls,Wealth of His Halls.jpg,"Dragon-lord only. Playable on a Dragon’s Den [K]. One non-unique, non-special item normally playable at the site is playable at the site. This does not tap the site and may be done at a tapped site; place this card with the item, it gives 0 mp at all times. Additionally, if this card is one of your starting events, you may include non-unique hoard minor items in your starting company. Cannot be duplicated on a given site.",Minion Resource,C,,,,,,0,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Whispering Voices,Whispering Voices.jpg,"Dragon-lord only. Playable during the site phase on a company without a Dragon. Instead of making a normal influence attempt to bring a character into play, you may make a roll, modified by your Dragon-lord’s unused EI if he taps. If the result is greater than the character’s mind plus 1, he joins the company (otherwise discard the character).",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Whispers of Wealth,Whispers of Wealth.jpg,"Dragon-lord only. Greed mode. Playable during the organization phase on your Dragon-lord at a Dragon’sDen [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. When an opponent’s company plays an item at a site within 4 regions away from your current Dragon’s Den (6 regions for a winged Dragon) you may discard this card to relocate your Dragon-lord to that site. Your Dragon-lord must engage in CvCC and 1 strike must target the character that has played the highest mp item this turn.",Minion Resource,C,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Wide Awake,Wide Awake.jpg,"Dragon-lord only. Place this card on yourDragon-lord if he is in play. If moving to a non- Dragon’s Den, non-Ruins & Lairs site, you draw two more cards than normal for his company (to a maximum of 3). You may discard this card at the end of your organization phase or during your opponent’s site phase to untap your Dragon-lord. Discard this card if your Dragon-lord is in dream mode. Cannot be duplicated by a given player.",Minion Resource,C,,,,,,,,,,Permanent-event,,,2,,,,,,,,,,,,
gw,Wielder of Old Arts,Wielder of Old Arts.jpg,Dragon-lord only. Place this card on your Dragon-lord if he is in play. Your Dragon- lord may tap during your end-of-turn phase to take one Dragon-magic card from your discard pile to your hand. Cannot be duplicated by a given player.,Minion Resource,C,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Wyrm's Blood,Wyrm's Blood.jpg,"Playable on a Dragon. While target Dragon is wounded, every non-Dragon creature played against his company costs two against the hazard limit. Discard this card (at any time) after a successful strike against the Dragon: the strike is also considered failed (make any body checks to see if the strike is defeated). Cannot be duplicated on a given Dragon.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Wyrm's Reek,Wyrm's Reek.jpg,"Cold-dragon only. Playable on a Dragon if CvCC is declared, before resolving the attack. You may play one Animal, Wolf or Spider hazard creature (as a creature) without asterisk (*) on opponent’s company before or after resolving CvCC; the creature must be keyable to the Dragon’s current site, or to the region containing the site. This card may also be played during your opponent’s turn.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Buhr Thurasig,Buhr Thurasig.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s},2,3,Grey Mountain Narrows,Lórien,"Information*, Items (minor) *—only playable if the company has discarded a non-battle-gear minor item it controls this turn—",Men — 2 strikes with 7 prowess,A Wizard's EI is modified by -5 while at this site. Tap the site during the organization phase to bring into play under EI from hand or sideboard one Man character (even a minion character) with a home site in Wilderland. This site cannot untap.
nec,Buhr Thurasig,Buhr Thurasig.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s},2,2,Grey Mountain Narrows,Dol Guldur,"Information, Items (minor, major)",Men — 2 strikes with 7 prowess,"Tap the site during the organization phase to bring into play from hand or sideboard under EI one Dwarf or Man character with a home site in Wilderland. This may also be a unique hero character, if that character has failed a CP this game)"
nec,Buhr Thurasig,Buhr Thurasig.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s},2,3,Grey Mountain Narrows,Lórien,Items (minor),Men — 2 strikes with 7 prowess,Discard a non-battle-gear minor item from the company during the site phase to make Information playable at the site this turn. A Wizard's EI is modified by -5 while at this site. Tap the site during the organization phase to bring into play under EI from hand or sideboard one Man character (even a minion character) with a home site in Wilderland. This site cannot untap.
nec,Cave of the Urdharkonur,Cave of the Urdharkonur.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b}{b}{w},2,2,Northern Rhovanion,Lórien,Items (minor),Men — 4 strikes with 7 prowess (detainment).,"Discard a Man character from hand during the site phase to heal (from wounded to untapped) a character at the site. Alternatively, discard Bain, Bard Bowman or Brand from your hand to heal (from wounded to untapped) all characters at the site. For either use tap the site."
nec,Cave of the Urdharkonur,Cave of the Urdharkonur.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{w}{w},2,2,Northern Rhovanion,Dol Guldur,Items (minor),Men — each character faces a strike with 7 prowess (detainment against covert company),Discard a Man character from hand to heal (from wounded to untapped) a character in a covert company at the site. Tap the site if untapped.
nec,Cirith Helkaloke,Cirith Helkaloke.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{w},2,3,Misty Mountains — Northern Spur,Rivendell,"Items (minor, major)",Anduin Vales; Angmar.,
nec,Cirith Helkaloke,Cirith Helkaloke.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w},2,2,Misty Mountains — Northern Spur,Carn Dûm,"Items (minor, major)",Anduin Vales; Angmar.,
nec,Collarmount,Collarmount.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{w}{w}{w}{w},3,4,Talath Oiohelka,Rhûbar,"Items (minor, major, greater)",Dragon — 1 strike with 13 prowess,"During the site phase, you may reveal as many cards from the top of your play deck as there were region symbols in the site path of a company that has moved to this site this turn; any non-unique ally thus revealed may be played this site phase (shuffle the remaining cards back into the play deck)."
nec,Collarmount,Collarmount.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w}{w}{w}{w},3,3,Talath Oiohelka,Shapal Udûn,"Items (minor, major, greater)",Dragon — 1 strike with 13 prowess,"Any non-unique, animal or wolf ally normally playable at a site in Wilderland or The Northern Waste may be played at this site."
nec,Daeron's Pool,Daeron's Pool.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{w},2,2,Misty Mountains — Northern Spur,Rivendell,Items* (minor) *—non-battle-gear items only—,Dark Enchantment — each non-Wizard character in the company faces a strike with 8 prowess. His prowess against such a strike is equal to his mind.,
nec,Daeron's Pool,Daeron's Pool.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w},2,3,Misty Mountains — Northern Spur,Carn Dûm,Items* (minor) *—non-battle-gear items only—,Dark Enchantment — each character in the company faces a strike with 8 prowess. His prowess against such a strike is equal to his mind,opponent may play one Elven Wards from his discard pile or sideboard on a company moving to this site; Elven Wards affects any company moving to this site.
nec,Deep Cleft,Deep Cleft.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{b}{s},3,3,Dragon Gap,Lórien,"Items (minor, major)",Orcs — 3 strikes with 7 prowess,"The Escaped Slaves faction is playable at this site (without playing Rescue Prisoners), if you have played a Stolen Knowledge resource at the site this turn."
nec,Deep Cleft,Deep Cleft.jpg,,Minion Site,C,yes,,,,,,,,,,,1,,,,,{S},{s}{d}{s},2,2,Dragon Gap,Carn Dûm,Items (minor),Orcs — 3 strikes with 7 prowess (detainment against overt companies if Great Army of the North is in play),"Non-Nazgûl creatures played at this site attack normally, not as detainment. The Grey Mountain Goblins faction is playable at this site."
nec,Dragon Gap,Dragon Gap.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
nec,Dragon's Den,Dragon's Den.jpg,,Fallen-wizard Site,C,,,,,,,,,,,,1,1,,,,{K},,2,2,Special,,,,"Dragon-lord only. Place this card on your Dragon-lord's home site (or any site that has become one of your Dragon's Dens). The site is considered a Darkhaven [K] for your companies. Nothing is considered playable here as written on the site card. All attacks against your companies at the site are cancelled, except CvCC involving a Dragon. You may store items at this site during the end-of-turn phase. Whenever you store an item at this site, any opponent may take a version of the item from his sideboard to his hand. This card returns to your location deck when its associated site leaves active play."
nec,Grey Mountains,Grey Mountains.jpg,,Resource,C,,,,,,,,,,,,,,,,,,,,,,,,,
nec,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{F},{w}{b}{w}{w}{w},3,3,Southern Rhovanion,Lórien,,,this site is considered a Haven [H] for the purpose of healing.
nec,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{F},{d}{w},1,2,Southern Rhovanion,Dol Guldur,Items* (minor) *—non battle gear items only—,Men — each character faces a strike with 6 prowess (detainment against covert company),Characters in a covert company heal at this site (during the site phase). Poison and Wose Shamanist Potion may be played from sideboard at this site.
nec,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{F},{d}{w},1,2,Southern Rhovanion,Dol Guldur,Items* (minor) *—non battle gear items only—,Men — each character faces a strike with 6 prowess (detainment against covert company),Characters in a covert company may heal at this site. Poison and Wose Shamanist Potion may be played from sideboard at this site.
nec,Long Peak,Long Peak.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,2,Grey Mountains,Dol Guldur,"Items (minor major, greater*) *—battle gear items only—",Dragon — 1 strikes with 14 prowess,Ancient Dwarf-ruin. During the site phase you may tap any of your characters at this site to place a token on this site; Dragon-scales is playable here if there are at least 5 tokens on the site (as if the associated Dragon has been defeated). Remove any tokens after you have played Dragon-scales at the site.
nec,Long Peak,Long Peak.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Grey Mountains,Lórien,"Items (minor major, greater*) *—battle gear items only—",Dragon — 1 strikes with 14 prowess,Ancient Dwarf-ruin. During the site phase you may tap any of your characters at the site to place a token on this site; Dragon-scales is playable here if there are at least 5 tokens on the site (as if the associated Dragon had been defeated). Remove any tokens after you have played Dragon-scales at the site.
nec,Misty Mountains,Misty Mountains.jpg,,Resource,C,,,,,,,,,,,,,,,,,,,,,,,,,
nec,Norr-dûm,Norr-dûm.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,2,Grey Mountains,Dol Guldur,"Items (minor, major, greater, gold ring)",Dragon — 2 strikes with 13 prowess,Ancient Dwarf-ruin. This site is considered a Dwarf-hold for the purpose of playing Long Forgotten Gold.
nec,Norr-dûm,Norr-dûm.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Grey Mountains,Lórien,"Items (minor, major, greater, gold ring)",Dragon — 2 strikes with 13 prowess,"Ancient Dwarf-ruin. When an item is played that taps this site, one character in the company may tap and play Pale Enchanted Gold from your discard pile."
nec,Shab Arch,Shab Arch.jpg,,Hero Site,C,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{s},3,3,Forovirkain,Lórien,"Items (minor, major, greater)",Dragon — 2 strikes with 12 prowess,"A ranger at this site may tap to force opponent to reveal from the top of his play deck a number of cards equal to two times the number of unique Dragon manifestations in play (+2); one non-Dragon hazard creature thus revealed (of opponent's choice) attacks the company (opponent shuffles the remaining cards back into his play deck); unless it is an Orc creature, it must be playable keyed to regions in the sites site path (by name or type). Discard the creature if not defeated."
nec,Shab Arch,Shab Arch.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{s}{s},2,3,Forovirkain,Carn Dûm,"Items (minor, major, greater)",Dragon — 2 strikes with 12 prowess,A company at or moving to this site may tap a character to play Ready to His Will from sideboard on an Orc or Troll hazard creature attack it faces.
nec,Sonotor's Mound,Sonotor's Mound.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{w},1,2,Misty Mountains - Northern Spur,Dol Guldur,"Information, Items* (minor, major, greater**) *—only if the company discards a Lost Knowledge card it controls— **—non-unique battle-gear items only—",Animals. Bears — 2 strikes with 9 prowess,Anduin Vales; Gundabad. Contains a hoard. The Misty Mountain Wargs faction is playable at this site.
nec,Sonotor's Mound,Sonotor's Mound.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{w},2,2,Misty Mountains - Northern Spur,Lórien,"Information, Items (minor) *—only if Gates of Morning or Doors of Night is in play—",Animals. Bears — 1 strike with 9 prowess,"Anduin Vales; Gundabad. Contains a hoard. If Skies of Fire, Sun or Moon is in play, major items are also playable at the site."
nec,Steel Fall,Steel Fall.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},1,3,Grey Mountains,Lórien,"Items (minor, major, greater, gold ring)",Undead. Dragon — 1 strike with 16 prowess —neither attack nor strikes can be cancelled or made ineffectual—,"When this site is revealed for a moving company, opponent may search his discard pile for a card, which must be placed on-guard. If this card is not revealed during the site phase, it returns to the discard pile. Any item normally worth more than 3 mp and playable at non-specific sites may be played at this site."
nec,Steel Fall,Steel Fall.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,3,Grey Mountains,Dol Guldur,"Items (minor, major, greater, gold ring)",Undead. Dragon — 1 strike with 16 prowess —neither attack nor strikes can be cancelled or made ineffectual—,"When this site is revealed for a moving company, opponent may search his discard pile for a card, which must be placed on-guard. If this card is not revealed during the site phase, it returns to the discard pile. Any item worth more than 3 mp and playable at non-specific sites may be played at this site."
nec,Thunder Cleft,Thunder Cleft.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Withered Heath,Lórien,"Items (minor, major)",Dragon — 1 strike with 13 prowess (attacker chooses defending character),Ancient Dwarf-ruin. Durang may be played by a Dwarf at this site (as if at an Under-deeps site).
nec,Thunder Cleft,Thunder Cleft.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w}{w}{w},2,2,Withered Heath,Dol Guldur,"Items (minor, major)",Dragon — 1 strike with 13 prowess (attacker chooses defending character),Ancient Dwarf-ruin. Durang may be played by a Dwarf or Orc at this site(as if at an Under-deeps site).
nec,Tower of the Wolf-friend,Tower of the Wolf-friend.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,3,Withered Heath,Lórien,"Information, Items (minor)",Wolves — 3 strikes with 6 prowess,Contains a hoard. Wild Fell Beast may be played at this site. Any company at this site has its hazard limit increased by one for every unique Dragon manifestation in play.
nec,Tower of the Wolf-friend,Tower of the Wolf-friend.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w}{w}{w},2,2,Withered Heath,Dol Guldur,"Information, Items (minor)",Wolves — 3 strikes with 6 prowess,Contains a hoard. Wild Fell Beast may be played at this site. Any company at this site has its hazard limit increased by one for every unique Dragon manifestation in play.
gw,Buhr Thurasig,Buhr Thurasig.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s},2,3,Grey Mountain Narrows,Lórien,"Information*, Items (minor) *—only playable if the company has discarded a non-battle-gear minor item it controls this turn—",Men — 2 strikes with 7 prowess,A Wizard's EI is modified by -5 while at this site. Tap the site during the organization phase to bring into play under EI from hand or sideboard one Man character (even a minion character) with a home site in Wilderland. This site cannot untap.
gw,Buhr Thurasig,Buhr Thurasig.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s},2,2,Grey Mountain Narrows,Dol Guldur,"Information, Items (minor, major)",Men — 2 strikes with 7 prowess,"Tap the site during the organization phase to bring into play from hand or sideboard under EI one Dwarf or Man character with a home site in Wilderland. This may also be a unique hero character, if that character has failed a CP this game)"
gw,Buhr Thurasig,Buhr Thurasig.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s},2,3,Grey Mountain Narrows,Lórien,Items (minor),Men — 2 strikes with 7 prowess,Discard a non-battle-gear minor item from the company during the site phase to make Information playable at the site this turn. A Wizard's EI is modified by -5 while at this site. Tap the site during the organization phase to bring into play under EI from hand or sideboard one Man character (even a minion character) with a home site in Wilderland. This site cannot untap.
gw,Cave of the Urdharkonur,Cave of the Urdharkonur.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b}{b}{w},2,2,Northern Rhovanion,Lórien,Items (minor),Men — 4 strikes with 7 prowess (detainment).,"Discard a Man character from hand during the site phase to heal (from wounded to untapped) a character at the site. Alternatively, discard Bain, Bard Bowman or Brand from your hand to heal (from wounded to untapped) all characters at the site. For either use tap the site."
gw,Cave of the Urdharkonur,Cave of the Urdharkonur.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{w}{w},2,2,Northern Rhovanion,Dol Guldur,Items (minor),Men — each character faces a strike with 7 prowess (detainment against covert company),Discard a Man character from hand to heal (from wounded to untapped) a character in a covert company at the site. Tap the site if untapped.
gw,Cirith Helkaloke,Cirith Helkaloke.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{w},2,3,Misty Mountains — Northern Spur,Rivendell,"Items (minor, major)",Anduin Vales; Angmar.,
gw,Cirith Helkaloke,Cirith Helkaloke.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w},2,2,Misty Mountains — Northern Spur,Carn Dûm,"Items (minor, major)",Anduin Vales; Angmar.,
gw,Collarmount,Collarmount.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{w}{w}{w}{w},3,4,Talath Oiohelka,Rhûbar,"Items (minor, major, greater)",Dragon — 1 strike with 13 prowess,"During the site phase, you may reveal as many cards from the top of your play deck as there were region symbols in the site path of a company that has moved to this site this turn; any non-unique ally thus revealed may be played this site phase (shuffle the remaining cards back into the play deck)."
gw,Collarmount,Collarmount.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w}{w}{w}{w},3,3,Talath Oiohelka,Shapal Udûn,"Items (minor, major, greater)",Dragon — 1 strike with 13 prowess,"Any non-unique, animal or wolf ally normally playable at a site in Wilderland or The Northern Waste may be played at this site."
gw,Daeron's Pool,Daeron's Pool.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{w},2,2,Misty Mountains — Northern Spur,Rivendell,Items* (minor) *—non-battle-gear items only—,Dark Enchantment — each non-Wizard character in the company faces a strike with 8 prowess. His prowess against such a strike is equal to his mind.,
gw,Daeron's Pool,Daeron's Pool.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{w},2,3,Misty Mountains — Northern Spur,Carn Dûm,Items* (minor) *—non-battle-gear items only—,Dark Enchantment — each character in the company faces a strike with 8 prowess. His prowess against such a strike is equal to his mind,opponent may play one Elven Wards from his discard pile or sideboard on a company moving to this site; Elven Wards affects any company moving to this site.
