Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
Elf-song	Wizards	Elfsong	Hero Resource	Long-event																				R	"Song. When Elf-song comes into play, each character at a Haven may immediately remove one corruption card. While Elf-song is in play, no character at a Haven may be discarded or returned to its owner's hand for any reason."
Elf-stone	Wizards	Elfstone	Hero Resource	Minor Item					0(2)										1					CB2	+2 to direct influence used agains an Elf character or an Elf faction. May not be duplicated on a given character.
Elven Cloak	Wizards	ElvenCloak	Hero Resource	Minor Item															1					CA2	Tap Elven Cloak to cancel one strike against bearer; the strike must be keyed to Wilderness [{w}]. May not be duplicated on a given character.
Elves of Lindon	Wizards	ElvesofLindon	Hero Resource	Faction	Elf 										2									R	"Unique. Playable at Grey Havens if the influence check is greater than 9. Standard Modifications: Dunedain (+1), Elves (+2)."
Ent-draughts	Wizards	Entdraughts	Hero Resource	Special Item							1	-												U	"Food. Only playable at Wellinghall in addition to an ally or faction that has been successfully played at Wellinghall this turn (even if Wellinghall is already tapped). +1 to prowess. This item may not be stolen, transferred, or stored. May not be duplicated on a given character."
Ents of Fangorn	Wizards	EntsofFangorn	Hero Resource	Faction	Ent 										3									F1	Unique. Playable at Wellinghall if the influence check is greater than 9. Standard Modifications: Hobbits (+4).
Escape	Wizards	Escape	Hero Resource	Short-event																				CA	Cancels an attack against a company. One character of your choice in the company is wounded (no body check is required).
Fair Gold Ring	Wizards	FairGoldRing	Hero Resource	Gold Ring Item											1				1					CA2	"Discard Fair Gold Ring when tested. If tested, make a roll (or draw a #) to determine which ring card may be immediately played: - The One Ring (11, 12+); - a Dwarven Ring (9, 10, 11, 12+); - a Magic Ring (1, 2, 3, 4, 5, 6); - a Lesser Ring (any result)."
Fair Sailing	Wizards	FairSailing	Hero Resource	Short-event																				R	Playable at the end of the organization phase if target company plays a new site card. The hazard limit for the target company decreases by one for every Coastal Sea [{c}] in its site path (to a minimum of two). Cannot be duplicated on the same company.
Fair Travels in Border-lands	Wizards	FairTravelsinBorderlands	Hero Resource	Short-event																				CA	Playable at the end of the organization phase if target company plays a new site card. The hazard limit for the target company decreases by one for every Border-land [{b}] in its site path (to a minimum of two). Cannot be duplicated on the same company.
Fair Travels in Dark-domains	Wizards	FairTravelsinDarkdomains	Hero Resource	Short-event																				R	"Playable at the end of the organization phase if target company plays a new site card. If the site path has at least one Dark-domain [{d}], the hazard limit for the target company decreases by one (or by two if Gates of Morning is in play) to a minimum of two. Cannot be duplicated on the same company."
Fair Travels in Free-domains	Wizards	FairTravelsinFreedomains	Hero Resource	Short-event																				R	Playable at the end of the organization phase if target company plays a new site card. The hazard limit for the target company decreases by one for every Free-domain [{f}] in its site path (to a minimum of two). Cannot be duplicated on the same company.
Fair Travels in Shadow-lands	Wizards	FairTravelsinShadowlands	Hero Resource	Short-event																				CA	"Playable at the end of the organization phase if target company plays a new site card. If the site path has at least one Shadow-land [{s}], the hazard limit for the target company decreases by one (or by two if Gates of Morning is in play) to a minimum of two. Cannot be duplicated on the same company."
Fair Travels in Wilderness	Wizards	FairTravelsinWilderness	Hero Resource	Short-event																				CA	Playable at the end of the organization phase if target company plays a new site card. The hazard limit for the target company decreases by one for every Wilderness [{w}] in its site path (to a minimum of two). Cannot be duplicated on the same company.
Far-sight	Wizards	Farsight	Hero Resource	Short-event																				CA	Sage only during the site phase at an untapped site where Information is playable. Tap the sage and the site to search through your play deck and choose an item that you must reveal to your opponent. This item is placed in your hand and the play deck is reshuffled. The sage makes a corruption check.
Favor of the Valar	Wizards	FavoroftheValar	Hero Resource	Short-event																				R	Unique. Playable during your organization phase. Shuffle your hand and your discard pile into you play deck (site cards remain in the discard pile). Draw a new hand of 8 cards. Remove Favor of the Valar from the game. May not be played by a Dwarf-lord or Elf-lord player.
Fellowship	Wizards	Fellowship	Hero Resource	Permanent-event							1								1					CA2	Only playable at a Haven [{H}] during the organization phase on a company that has four or more characters and allies. +1 to prowess and +1 to corruption checks for all characters and allies inthe company. Discard this card if a character of ally joins or leaves the company for any reason.
Fog	Wizards	Fog	Hero Resource	Long-event																				U	Environment. Playable only if Gates of Morning is in play. Treat all Free-domains [{f}] as Border-lands [{b}] and all Border-lands [{b}] as Wildernesses [{w}] and all Shadow-lands [{s}] as Wildernesses [{w}] and all Dark-domains [{d}] as Shadow-lands [{s}]. Cannot be duplicated.
Ford	Wizards	Ford	Hero Resource	Short-event																				CA	Playable only at the end of the organization phase. Tap a ranger to prevent opponent from playing hazard creatures keyed to Wilderness [{w}] against the ranger's company.
Gates of Morning	Wizards	GatesofMorning	Hero Resource	Permanent-event																				F5	"Environment. All environment hazard cards in play are immediately discarded, and all hazard environment effects are canceled. Cannot be duplicated."
Glamdring	Wizards	Glamdring	Hero Resource	Major Item							3	-			2				1					U	Unique. Weapon. +3 to prowess to a maximum of 8 (a maximum of 9 against Orcs).
Goldberry	Wizards	Goldberry	Hero Resource	Ally				2							1									U	"Unique. Maia. Playable at Old Forest. May not be attacked. Tap Goldberry to cancel any effect that would cause her company to return to its site of origin after declaring its movement to a new site. Alternatively, tap Goldberry to cancel one attack against her company keyed to Wilderness [{w}]."
Gollum	Wizards	Gollum	Hero Resource	Ally		Scout 		4			2	9			2									U	"Unique. Playable at Goblin-gate or Moria. If his company's size is less than three, tap Gollum to cancel one attack against his company keyed to Wilderness [{w}] or Shadow-land [{s}]. Tap Gollum if he is at the same non-Haven site as The One Ring; then both Gollum and The One Ring are discarded."
Gollum's Fate	Wizards	GollumsFate	Hero Resource	Short-event																				R	Unique. Only playable if The One Ring and Gollum are both at Mount Doom diring the site phase. The One Ring is destroyed and its bearer's player wins. May not be played by a lord player (except for Elrond).
Great Ship	Wizards	GreatShip	Hero Resource	Short-event																				R	"Tap a character in target company during the organization phase to play Great Ship on that company. If company's current site path contains a coastal sea region and no consecutive non- coastal sea regions, until the end of the turn and character in the company may tap to cancel the effects of one hazard that targets the company."
Great-road	Wizards	Greatroad	Hero Resource	Short-event																				CA	"Playable only at the end of the organization phase on a company that starts at a Haven [{H}]. Opponent may draw up to twice the normal number of cards for this company during the movement/hazard phase. At the end of the turn, the company may replace its site card with the Haven card at which it began the turn."
Great-shield of Rohan	Wizards	GreatshieldofRohan	Hero Resource	Major Item								2			2				2					U	Unique. Shield. +2 to body to a maximum of 9. Warrior only: tap Great Shield of Rohan to remain untapped against one strike (unless bearer is wounded by the strike).
Gwaihir	Wizards	Gwaihir	Hero Resource	Ally				4			4	8			2									R	"Unique. Winged. Playable at Eagles' Eyrie. If his company's size is two or less, you may discard Gwaihir during the organization phase to allow his company to move to any site that is not in a Shadow-land [{s}] or Dark-domain [{d}]; only hazard creatures keyed to the site may be played on a company that moves in this fashion."
Halfling Stealth	Wizards	HalflingStealth	Hero Resource	Short-event																				CB2	Hobbit only. Cancel one strike against the Hobbit.
Halfling Strength	Wizards	HalflingStrength	Hero Resource	Short-event																				CB2	Hobbit only. The Hobbit may untap or he may move from wounded status to well and untapped during his organization phase or he may receive a +4 modification to one corruption check.
Hauberk of Bright Mail	Wizards	HauberkofBrightMail	Hero Resource	Major Item								2			2				1					CA	Armor. Warrior only: +2 to body to a maximum of 9.
Healing Herbs	Wizards	HealingHerbs	Hero Resource	Minor Item															1					CA2	"Food. The bearer discard this item to heal a character in his company, changing the character's status from wounded to well and untapped. Alternatively, the bearer can tap and discard this item to untap a character that is not wounded."
Hiding	Wizards	Hiding	Hero Resource	Short-event																				R	Scout only at the end of the organization phase. Scout's company may not move to another site this turn. Cancels all hazard creature attacks against the scout's company this turn.
Hillmen	Wizards	Hillmen	Hero Resource	Faction	Man 										1									U	Unique. Playable at Cameth Brin if the influence check is greater than 9. Standard Modifications: Men (+1).
Hobbits	Wizards	Hobbits	Hero Resource	Faction	Hobbit 										1									R	Unique. Playable at Bag End if the influence check is greater than 8. Standard Modifications: Hobbits (+4).
Horn of Anor	Wizards	HornofAnor	Hero Resource	Minor Item					0(2)										1					CB	Instrument. +2 to direct influence used against a faction. May not be duplicated on a given character.
Horses	Wizards	Horses	Hero Resource	Short-event																				CA	Playable only at the end of the organization phase. Hazard limit for a company is decreased by two (to a minimum of 2). The prowess of any hazard creatures played against this company is modified by +2.
Iron Hill Dwarves	Wizards	IronHillDwarves	Hero Resource	Faction	Dwarf 										4									F1	"Unique. Playable at Iron Hill Dwarf-hold if the influence check is greater than 8. Standard Modifications: Elves (-2), Dwarves (+2)."
Kindling of the Spirit	Wizards	KindlingoftheSpirit	Hero Resource	Short-event													Spell							CA	Spell. Wizard only. +2 prowess against one attack for all characters in the same company as the Wizard. Wizard makes a corruption check modified by -2.
Knights of Dol Amroth	Wizards	KnightsofDolAmroth	Hero Resource	Faction	Dunadan 										3									U	Unique. Playable at Dol Amroth if the influence check is greater than 8. Standard Modifications: Dunedain (+1).
Lapse of Will	Wizards	LapseofWill	Hero Resource	Long-event																				U	The prowess of each attack is modified by -1. The prowess of each Nazgul attack is modified by -3.
Leaflock	Wizards	Leaflock	Hero Resource	Ally				3			5	8			2									U	"Unique. Ent. Playable at Wellinghall. Tap to cancel the effects of one hazard that targets his company. May not be attacked by automatic-attacks or hazards keyed to his site. Discard Leaflock if his company moves to a site that is not in: Fangorn, Rohan, Gap of Isen, Wold & Foothills, Enedhwaith, Old Pukel-land, Brown Lands, Anduin Vales, or Redhorn Gate."
Lesser Ring	Wizards	LesserRing	Hero Resource	Special Item					2						2				1					U	Lesser Ring. Playable only with a Gold Ring and after a test indicates Lesser Ring. +2 to direct influence.
Lordly Presence	Wizards	LordlyPresence	Hero Resource	Short-event																				CB2	"Diplomat only. +5 to an influence check against a faction. If the influence check is successful, draw a card."
Lossoth	Wizards	Lossoth	Hero Resource	Faction	Man 										2									U	Unique. Playable at Lossadan Camp if the influence check is greater than 8. Standard Modifications: Men (+1).
Lucky Search	Wizards	LuckySearch	Hero Resource	Short-event																				R	"Scout only. During the site phase, tap a scout at a Shadow-hold [{S}] or Dark-hold [{D}]. Turn over cards from your play deck one at a time until you reveal a non-special item or reach the end. If you reveal a non-special item, the scout takes control of it. In any case, the scout must face a single strike attack with a prowess equal to 3 plus the number of cards revealed; this attack/strike cannot be cancelled. Discard item if the scout is wounded by this attack. Reshuffle all revealed cards except the item back into play deck."
Lucky Strike	Wizards	LuckyStrike	Hero Resource	Short-event																				CA	Warrior only. Make two rolls (or draw two #'s) against a strike and shoose one of the two results to use.
Magic Ring of Courage	Wizards	MagicRingofCourage	Hero Resource	Special Item							0(2)	-			3				2					U	"Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer warrior skill. If the bearer is already a warrior, he gets +2 to prowess. May not be duplicated on a given character."
Magic Ring of Lore	Wizards	MagicRingofLore	Hero Resource	Special Item											3				2					U	"Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer sage skill. If the bearer is already a sage, he may tap to use a Palantir. May not be duplicated on a given character."
Magic Ring of Nature	Wizards	MagicRingofNature	Hero Resource	Special Item											3				2					U	"Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer ranger skill. If the bearer is already a ranger, he may tap to cancel an attack against his company. May not be duplicated on a given character."
Magic Ring of Stealth	Wizards	MagicRingofStealth	Hero Resource	Special Item											3				2					U	"Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer scout skill. If the bearer is already a scout, he may tap the Magic Ring of Stealth to cancel a strike directed against him. May not be duplicated on a given character."
Magic Ring of Words	Wizards	MagicRingofWords	Hero Resource	Special Item					0(3)						3				2					U	"Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer diplomat skill. If the bearer is already a diplomat, he gets +3 to direct influence. May not be duplicated on a given character."
Men of Anfalas	Wizards	MenofAnfalas	Hero Resource	Faction	Man 										2									U	Unique. Playable at Lond Galen if the influence check is greater than 8. Standard Modifications: Dunedain (+1).
Men of Anorien	Wizards	MenofAnorien	Hero Resource	Faction	Man 										2									F1	Unique. Playable at Minas Tirith if the influence check is greater than 7. Standard Modifications: Dunedain (+1).
Men of Dorwinion	Wizards	MenofDorwinion	Hero Resource	Faction	Man 										3									U	Unique. Playable at Shrel-Kain if the influence check is greater than 6. Standard Modifications: Men (+1).
Men of Lamedon	Wizards	MenofLamedon	Hero Resource	Faction	Man 										2									U	Unique. Playable at Vale of Erech if the influence check is greater than 7. Standard Modifications: Dunedain (+1).
Men of Lebennin	Wizards	MenofLebennin	Hero Resource	Faction	Man 										2									U	Unique. Playable at Pelargir if the influence check is greater than 7. Standard Modifications: Dunedain (+1).
Men of Northern Rhovanion	Wizards	MenofNorthernRhovanion	Hero Resource	Faction	Man 										2									U	Unique. Playable at Lake-town if the influence check is greater than 6. Standard Modifications: Men (+1).
Mirror of Galadriel	Wizards	MirrorofGaladriel	Hero Resource	Short-event																				U	Only playable at Lorien. You may look at your opponent's hand and choose to look at either the top five cards of his play deck or your play deck. Shuffle those 5 cards and return them to the top of their play deck.
Miruvor	Wizards	Miruvor	Hero Resource	Minor Item								0(2)							1					CA	Food. Discard to give +2 body (to a maximum of 10) for all characters in bearer's company until the end of the turn.
Misty Mountains	Wizards	MistyMountains	Hero Resource	Short-event																				CB2	"Playable at the end of the organization phase on a company containing a ranger. If the company uses region cards for its site path, tap the ranger to move as if the following pairs of regions were adjacent: Rhudaur and Anduin Vales, Rhudaur and Wold & Foothills, Hollin and Wold & Foothills, Hollin and Fangorn, Dunland and Fangorn. Otherwise, if the site moved to is in one of the regions listed above, the hazard limit is reduced by two (to a minimum of two). Cannot be duplicated on a given company."
Moon	Wizards	Moon	Hero Resource	Long-event																				U	"Environment. If Gates of Morning is in play, treat all Wildernesses [{w}] as Border-lands [{b}] and all Border-lands [{b}] as Free-domains [{f}] for the purposes of playing hazards. If Doors of Night is in play, treat all Dark-domains [{d}] as Shadow-lands [{s}] and all Shadow-lands [{s}] as Wildernesses [{w}] for the purposes of playing hazards. Cannot be duplicated."
Morannon	Wizards	Morannon	Hero Resource	Permanent-event																				R	"Playable at the end of the organization phase on a company that has a size of less than three, contains a scout, and begins the turn at a site in Dagorlad. This card is used as a Dark-hold [{D}] site card in the region of Udun that is moved to using the following site-path: {s} {d} (the moving player draws 2 cards and his opponent draws 5 cards). The company can later leave this site using region cards or by using the following site path to Lorien: {d} {d} {s} {w} {f} {b} {w}. Discard Morannon when the company successfully plays a new site card."
Mountains of Shadow	Wizards	MountainsofShadow	Hero Resource	Short-event																				CB	"Playable at the end of the organization phase on a company containing a ranger. If the company uses region cards for its site path, tap the ranger to move as if the following pairs of regions were adjacent: Ithilien and Gorgoroth, Ithilien and Nurn, Harondor and Nurn. The company faces an attack at the beginning of its movement/hazard phase: Orcs - 4 strikes with 9 prowess. Otherwise, if the site moved to is in one of the regions listed above, the hazard limit is reduced by 2 (to a minimum of 2). Cannot be duplicated on a given company."
Muster	Wizards	Muster	Hero Resource	Short-event																				CA	Warrior only. An influence check against a faction by a warrior is modified by adding the warrior's prowess to a maximum modifier of +5.
Narsil	Wizards	Narsil	Hero Resource	Greater Item					1		1	-			3				2					U	Unique. Weapon. +1 to prowess and direct influence.
Narya	Wizards	Narya	Hero Resource	Short-event																				R	"Gandalf only. +4 prowess, +1 body, +2 direct influence for the rest of the turn. Immediately untap all unwounded characters in Gandalf's company. Gandalf makes a corruption check modified by -5."
Nenya	Wizards	Nenya	Hero Resource	Short-event																				R	"Galadriel only. +2 prowess, +2 body, +2 direct influence for the rest of the turn. Galadriel makes a corruption check modified by -3, by -1 if in a Haven [{H}]. Any one corruption check made by a character not in a Shadow-hold [{S}] or Dark-hold [{D}] is automatically successful."
New Friendship	Wizards	NewFriendship	Hero Resource	Short-event																				CB	Diplomat only. +3 to any one influence check or +2 to a corruption check made by a character in the same company.
Old Friendship	Wizards	OldFriendship	Hero Resource	Short-event																				CB	Diplomat only. +5 to an influence check against a character or +4 to a corruption check made by a character in the same company.
Old Road	Wizards	OldRoad	Hero Resource	Short-event																				CB2	Allows a character at a Haven [{H}] to attempt to bring a faction into play. The length of the site path from this Haven to the site at which the faction can be played must be two or less (this must be verified by an available site card). The influence check for this attempt is modified by -1 and is not modified by the influencing character's direct influence.
Orcrist	Wizards	Orcrist	Hero Resource	Greater Item							3	-			4				2					U	Unique. Weapon. +3 to prowess to a maximum of 9 (+4 prowess to a maximum of 10 against Orcs).
Palantir of Amon Sul	Wizards	PalantirofAmonSul	Hero Resource	Greater Item											3(5)				3					R	"Unique. Palantir. If the bearer's company is ever below 2 characters and the company moves, discard the Palantir. 5 marshalling points if stored in a Haven [{H}]. With its bearer able to use a Palantir, tap Palantir of Amon Sul to look at your opponent's hand or tap it to use the abilities of either the Palantir of Annuminas or the Palantir of Elostirion if either one is in play. Bearer makes a corruption check."
Palantir of Annuminas	Wizards	PalantirofAnnuminas	Hero Resource	Greater Item											3				2					R	"Unique. Palantir. With its bearer able to use a Palantir, tap Palantir of Annuminas to search through your play deck and discard pile for a sage only card. Put this card in your hand. Reshuffle your play deck. Bearer makes a corruption check."
Palantir of Elostirion	Wizards	PalantirofElostirion	Hero Resource	Special Item											2				2					U	"Unique. Palantir. Playable only at The White Towers. Discard if the bearer moves. If the bearer is a sage, he may tap Palantir of Elostirion to remove one corruption card from an Elf or a Wizard under your control. Bearer makes a corruption check."
Palantir of Minas Tirith	Wizards	PalantirofMinasTirith	Hero Resource	Special Item											2				2					U	"Unique. Palantir. Playable only at Minas Tirith. With its bearer able to use a Palantir, tap Palantir of Minas Tirith to look at the top five cards of your play deck; shuffle these 5 cards and return them to the top of your play deck. do the same to your opponent's play deck. Bearer makes a corruption check."
Palantir of Orthanc	Wizards	PalantirofOrthanc	Hero Resource	Special Item											2				2					U	"Unique. Palantir. Playable only at Isengard. With its bearer able to use a Palantir and with at least 5 cards in your play deck, tap Palantir of Orthanc to choose one card from your discard pile to place in your play deck (reshuffle the play deck). Bearer makes a corruption check."
Palantir of Osgiliath	Wizards	PalantirofOsgiliath	Hero Resource	Greater Item											3(5)				3					R	"Unique. Palantir. If the bearer's company is ever below 4 character and the company moves, discard. 5 marshalling pts. if stored in a Haven [{H}]. With its bearer able to use a Palantir, tap Palantir of Osgiliath to force the discard of any hazard permanent-event or to duplicate the effect of any Palantir in play. Bearer makes a corruption check."
Paths of the Dead	Wizards	PathsoftheDead	Hero Resource	Short-event																				R	"Playable only at the end of the organization phase. For its movement, a company that starts at the Dunharrow site and contains Aragorn II may move to the Vale of Erech site. The only hazard creatures that may be played on this company are Undead, but any Undead may be played on the company."
Persuasive Words	Wizards	PersuasiveWords	Hero Resource	Short-event																				CB	Diplomat only. Make two rolls (or draw two #'s) when making an influence check and choose one result to use.
Potion of Prowess	Wizards	PotionofProwess	Hero Resource	Minor Item							0(1)	-							1					CA	Food. Discard to give +1 prowess to all characters in bearer's company until the end of the turn.
Praise to Elbereth	Wizards	PraisetoElbereth	Hero Resource	Short-event																				U	"Song. For each of your characters in play that you choose to tap, cancel one Nazgul event or one Nazgul attack. Additionally, if Doors of Night is in play, characters gain +1 prowess until the end of the turn."
Precious Gold Ring	Wizards	PreciousGoldRing	Hero Resource	Gold Ring Item											1				1					CA2	"Discard Precious Gold Ring when tested. If tested, make a roll (or draw a #) to determine which ring card may be immediately played: - The One Ring (10, 11, 12+); - a Dwarven ring (8, 9, 10, 11, 12+); - a Magic Ring (1, 2, 3, 4, 5); - a Lesser Ring (any result)."
Quickbeam	Wizards	Quickbeam	Hero Resource	Ally				3			6	9			2									U	Unique. Ent. Playable at Wellinghall. May not be attacked by automatic-attacks or hazards keyed to his site.
Quiet Lands	Wizards	QuietLands	Hero Resource	Short-event																				U	"Environment. Until the end of the turn, the number of strikes for one automatic-attack at a Shadow-hold [{S}] or Ruins & Lairs [{R}] is reduced by half (round up). Alternatively, if Gates of Morning is in play, treat one Shadow-land [{s}] as a Wilderness [{w}], or one Shadow-hold [{S}] as a Ruins & Lairs [{R}] until the end of the turn. Cannot be duplicated."
Rangers of Ithilien	Wizards	RangersofIthilien	Hero Resource	Faction	Dunadan 										3									F1	Unique. Playable at Henneth Annun if the influence check is greater than 7. Standard Modifications: Dunedain (+1).
Rangers of the North	Wizards	RangersoftheNorth	Hero Resource	Faction	Dunadan 										3									F1	Unique. Playable at Bree if the influence check is greater than 9. Standard Modifications: Dunedain (+1).
Red Arrow	Wizards	RedArrow	Hero Resource	Major Item					0(5)						2				2					U	Unique. Bearer may automatically influence the Riders of Rohan. +5 to the bearer's direct influence against any character with Edoras as a home site.
Red Book of Westmarch	Wizards	RedBookofWestmarch	Hero Resource	Special Item					0(2)						0(1)				1					U	Unique. Lost Knowledge. Only playable at Bag End. +2 to direct influence against a Hobbit character or faction. 1 marshalling point if stored at a Haven [{H}].
Reforging	Wizards	Reforging	Hero Resource	Permanent-event											1									CA	"Sage only during the site phase at an untapped site where Information is playable. Tap the sage and the site. Sage may not untap until Reforging is stored at a Haven [{H}]. During your organization phase, you may tap a sage at a Haven and discard a stored Reforging to retrieve any minor or major weapon, armor, or shield from your discard pile. The item must be placed under the control of a character in the sage's company."
Rescue Prisoners	Wizards	RescuePrisoners	Hero Resource	Permanent-event											-2									CA2	"Playable at an already tapped Dark-hold [{D}] or Shadow-hold [{S}] during the site phase. The company faces a spider attack (2 strikes with 7 prowess). If no characters are untapped after the attack, discard Rescue Prisoners. Otherwise, you may tap 1 character in the company and put Rescue Prisoners under his control. That character may not untap until Rescue Prisoners is stored at a Haven [{H}], Border-hold [{B}], or Free-hold [{F}] during his organization phase. You receive the marshalling points for this card only when it is stored. Cannot be duplicated at a given site."
Return of the King	Wizards	ReturnoftheKing	Hero Resource	Permanent-event					3						3									R	Unique. Aragorn II only. Only playable in Minas Tirith and only if Denethor II is not in play. Aragorn II's direct influence is modified by +3. Keep this card with Aragorn II; discard if he leaves play.
Riders of Rohan	Wizards	RidersofRohan	Hero Resource	Faction	Man 										3									F1	"Unique. Playable at Edoras if the influence check is greater than 9. Standard Modifications: Hobbits (+1), Dunedain (+1)."
Ringlore	Wizards	Ringlore	Hero Resource	Short-event																				U	"Sage only, only playable at a site where Information is playable, and only if a character in his company has a Gold Ring. Play to test a Gold Ring. No roll (or draw) is used. The player may replace the Gold Ring with any ring from his hand (except for The One Ring). Playable only during site phase. Tap the sage and the site."
Risky Blow	Wizards	RiskyBlow	Hero Resource	Short-event																				CA	Warrior only against one strike. +3 to prowess and -1 to body.
Roac the Raven	Wizards	RoactheRaven	Hero Resource	Ally		Diplomat 		1			-3	8			1									R	Unique. Flying. Playable at any site in Northern Rhovanion. Tap and discard to attempt to bring any faction into play - treat this influence check as though it were made by a diplomat.
Sacrifice of Form	Wizards	SacrificeofForm	Hero Resource	Permanent-event													Spell							R	"Spell. Wizard only. All of the strikes from one attack against your Wizard's company fail; +3 to any body checks made to determine if the attack is defeated. Discard the Wizard (i.e. he becomes unrevealed) and any non-item cards he controls. Place any items he controls under his card and keep these off to the side (these items are considered to still be in play). If the Wizard is put back into play, return his items to him and place Sacrifice of Form with him. Wizard receives +1 to his prowess, body and direct influence. May not be duplicated on a given Wizard."
Sapling of the White Tree	Wizards	SaplingoftheWhiteTree	Hero Resource	Major Item											1(2)				1					U	Not playable in a Shadow-hold [{S}] or Dark-hold [{D}]. May be stored at Minas Tirith. 2 marshalling points if stored at Minas Tirith.
Scroll of Isildur	Wizards	ScrollofIsildur	Hero Resource	Greater Item											4				3					U	"Unique. Lost Knowledge. When a Gold Ring is tested in a company with the Scroll of Isildur, the result of the roll (or draw) is modified by +2."
Secret Entrance	Wizards	SecretEntrance	Hero Resource	Short-event																				R	"Only playable at the end of the organization phase; may not be played on a company that is moving to a site in a Dark-domain [{d}]. Tap a sage in the company, and no hazard creatures keyed to the site may be played on the company."
Secret Passage	Wizards	SecretPassage	Hero Resource	Short-event																				CA	"Playable only at the end of the organization phase. If the company that it is played on moves to a Ruins & Lairs [{R}] site, opponent may only play hazard creatures that are keyed to the company's site."
Shadowfax	Wizards	Shadowfax	Hero Resource	Ally				2			2	8			1									R	"Unique. Horse. Playable at Edoras or Dunharrow. If his company has only one character or one character and a Hobbit at the end of the movement/hazard phase, tap Shadowfax to allow his company to immediately move again; an additional site card may be played and an additional movement/hazard phase follows for that company."
Shield of Iron-bound Ash	Wizards	ShieldofIronboundAsh	Hero Resource	Minor Item							0(1)	-							1					CA2	Shield. +1 to body to a maximum of 8. Tap Shield of Iron-bound Ash to gain +1 prowess against one strike.
Skinbark	Wizards	Skinbark	Hero Resource	Ally				3			10	9			2									R	"Unique. Ent. Playable at Wellinghall. May not be attacked by automatic-attacks or hazards keyed to his site. discard Skinbark if his company moves to a site that is not in: Fangorn, Rohan, Gap of Isen, Wold & Foothills, Anduin Vales, or Redhorn Gate."
Southrons	Wizards	Southrons	Hero Resource	Faction	Man 										5									R	"Unique. Playable at the Southron Oasis if the influence check is greater than 8. Standard Modifications: Dunedain (-2), Elves (-2), Dwarves (-2). {green} DCE: Add: Standard modifications: Wizards(-5)"
Star-glass	Wizards	Starglass	Hero Resource	Minor Item															1					U	"Tap Star-glass to cancel an attack by Undead or to modify the prowess of a spiders, animals, or wolves attack by -2. Bearer makes a corruption check."
Stars	Wizards	Stars	Hero Resource	Short-event																				U	"Environment. Modify the prowess of one Undead attack by -1. Alternatively, if Gates of Morning is in play, until the end of the turn, treat one Dark-domain [{d}] as a Shadow-land [{s}] or one Shadow-land [{s}] as a Wilderness [{w}]. Cannot be duplicated."
Stealth	Wizards	Stealth	Hero Resource	Short-event																				CA	Scout only. Tap a scout to play at the end of the organization phase only if the scout's company size is less than three. No creature hazards may be played on his company this turn.
Sting	Wizards	Sting	Hero Resource	Minor Item							+1(2)	-							1					U	"Unique. Weapon. +1 prowess to a maximum of 8, +2 to a Hobbit's prowess to a maximum of 8."
Stone of Erech	Wizards	StoneofErech	Hero Resource	Permanent-event											2									R	Unique. Playable at the Vale of Erech and if the Men of Lamedon are already in play. Discard if the Men of Lamedon leave play.
Sun	Wizards	Sun	Hero Resource	Long-event																				U	"Environment. The prowess of each Dunadan is modified by +1. Additionally, if Gates of Morning is in play, the prowess of each automatic-attack and hazard creature is modified by -1 and the prowess of each Man and Dunadan is modified by +1. Cannot be duplicated."
Sword of Gondolin	Wizards	SwordofGondolin	Hero Resource	Major Item							2	-			2				2					CA2	Weapon. Warrior only: +2 to prowess to a maximum of 8. {green} DCE: Replace with: +2 to a maximum of 9
Tempering Friendship	Wizards	TemperingFriendship	Hero Resource	Short-event																				CB2	+4 to an influence attempt against a faction.
Test of Form	Wizards	TestofForm	Hero Resource	Short-event																				CA2	"Sage only, and only if a character in his company has a Gold Ring. Play to test a Gold Ring."
Test of Lore	Wizards	TestofLore	Hero Resource	Short-event																				CA2	"Sage only, and only if a character in his company has a Gold Ring. Play to test a Gold Ring; subtract one from the result of the roll (or draw)."
The Arkenstone	Wizards	TheArkenstone	Hero Resource	Greater Item					0(3)						2(5)				2(4)					R	"Unique. Jewel. +3 to bearer's direct influence against Dwarves and Dwarf factions. If held by a Dwarf, The Arkenstone gives 5 marshalling points and 4 corruption points. The Arkenstone may be tapped to untap a Dwarf character in the same company, but target Dwarf must make a corruption check modified by -2."
The Cock Crows	Wizards	TheCockCrows	Hero Resource	Short-event																				U	"Cancels a Troll attack. Alternatively, if Gates of Morning is in play, it forces the discard of one hazard permanent-event."
The Evenstar	Wizards	TheEvenstar	Hero Resource	Short-event																				U	"Environment. The prowess of one Elf is modified by +1 until the end of the turn. Additionally, if Gates of Morning is in play, until the end of the turn, the prowess of each Elf is modified by +1 and treat one Wilderness [{w}] as a Border-land [{b}], or one Border-land [{b}] as a Free-domain [{f}]. Cannot be duplicated."
